Ticker,Description,Sector,Exchange
ROYALCU,ROYAL CUSHION VINYL PRODUCTS L,Non-Energy Minerals,BSE
SPECTRA,SPECTRA INDUSTRIES LTD.,Retail Trade,BSE
MOTOGENFIN,MOTOR & GENERAL FINANCE LTD.,Finance,BSE
SELMC,SEL MANUFACTURING COMPANY LTD.,Process Industries,BSE
KFBL,KOTHARI FERMENTATION & BIOCHEM,Consumer Non-Durables,BSE
BALKRISIND,BALKRISHNA INDUSTRIES LTD.,Consumer Durables,BSE
SESHAPAPER,SESHASAYEE PAPER & BOARDS LTD.,Process Industries,BSE
SUJALA,SUJALA TRADING & HOLDING LTD.,Commercial Services,BSE
SCHAND,S CHAND AND COMPANY LIMITED,Consumer Services,BSE
NIMFHGRG,NIPPON INDIA MUTUAL FUND,,BSE
INDINFO,INDIAN INFOTECH & SOFTWARE LTD,Finance,BSE
JISLJALEQS,JAIN IRRIGATION SYSTEMS LTD.,Producer Manufacturing,BSE
SARLAPOLY,SARLA PERFORMANCE FIBERS LTD.,Process Industries,BSE
OAL,ORIENTAL AROMATICS LIMITED,Process Industries,BSE
STLSTRINF,STEEL STRIPS INFRASTRUCTURES L,Finance,BSE
AEROFLEX,AEROFLEX INDUSTRIES LIMITED,Producer Manufacturing,BSE
THAKDEV,THAKKERS DEVELOPERS LTD.,Finance,BSE
DATAMATICS,DATAMATICS GLOBAL SERVICES LTD,Technology Services,BSE
ALSTONE,ALSTONE TEXTILES (INDIA) LTD,Process Industries,BSE
NAKSH,NAKSH PRECIOUS METALS LIMITED,Distribution Services,BSE
PCS,PCS TECHNOLOGY LTD.,Technology Services,BSE
JTLIND,JTL INDUSTRIES LIMITED,Non-Energy Minerals,BSE
TRICOMFRU,TRICOM FRUIT PRODUCTS LIMITED,Consumer Non-Durables,BSE
BENGALASM,BENGAL & ASSAM COMPANY LTD.,Consumer Durables,BSE
ELEFLOR,ELEGANT FLORICULTURE & AGROTEC,Distribution Services,BSE
HINDZINC,HINDUSTAN ZINC LTD.,Non-Energy Minerals,BSE
XPROINDIA,XPRO INDIA LTD.,Process Industries,BSE
ASIAPAK,ASIA PACK LTD.,Commercial Services,BSE
GLANCE,GLANCE FINANCE LTD.,Finance,BSE
IMCAP,IM+ CAPITALS LIMITED,Finance,BSE
CNOVAPETRO,CIL NOVA PETROCHEMICALS LTD.,Process Industries,BSE
ISMTLTD,ISMT LTD.,Non-Energy Minerals,BSE
SSLEL,SIR SHADI LAL ENTERPRISES LTD.,Process Industries,BSE
KJMCFIN,KJMC FINANCIAL SERVICES LTD.,Finance,BSE
MAHSCOOTER,MAHARASHTRA SCOOTERS LTD.,Producer Manufacturing,BSE
SHREECEM,SHREE CEMENT LTD.,Non-Energy Minerals,BSE
DDEVPLASTIK,DDEV PLASTIKS INDUSTRIES LIMIT,Process Industries,BSE
VPRPL,VISHNU PRAKASH R PUNGLIA LIMIT,Industrial Services,BSE
MANGALAM,MANGALAM DRUGS & ORGANICS LTD.,Health Technology,BSE
HCC,HINDUSTAN CONSTRUCTION CO.LTD.,Industrial Services,BSE
TILAK,TILAK VENTURES LIMITED,Process Industries,BSE
PALRED,PALRED,Distribution Services,BSE
NECCLTD,NORTH EASTERN CARRYING CORPORA,Transportation,BSE
ICIL,INDO COUNT INDUSTRIES LTD.,Process Industries,BSE
MEDPLUS,MEDPLUS HEALTH SERVICES LIMITE,Retail Trade,BSE
HGS,HINDUJA GLOBAL SOLUTIONS LTD.,Commercial Services,BSE
SASKEN,SASKEN TECHNOLOGIES LIMITED,Technology Services,BSE
JUSTDIAL,JUST DIAL LTD.,Technology Services,BSE
SRINACHA,SRI NACHAMMAI COTTON MILLS LTD,Process Industries,BSE
EKAMLEA,EKAM LEASING & FINANCE CO.LTD.,Finance,BSE
KKSHL,KK SHAH HOSPITALS LIMITED,Health Services,BSE
KHANDSE,KHANDWALA SECURITIES LTD.,Finance,BSE
ADITYA,ADITYA ISPAT LTD.,Non-Energy Minerals,BSE
ANMOL,ANMOL INDIA LIMITED,Distribution Services,BSE
VCU,VCU DATA MANAGEMENT LTD,Electronic Technology,BSE
MODIS,MODI'S NAVNIRMAN LIMITED,Finance,BSE
BCLENTERPR,BCL ENTERPRISES LIMITED,Finance,BSE
FELDVR,FUTURE ENTERPRISES LIMITED,Process Industries,BSE
SKRABUL,SHUKRA BULLIONS LTD.,Consumer Durables,BSE
EVERTEX,MARKOBENZ VENTURES LTD,Process Industries,BSE
SAGARSOFT,SAGARSOFT (INDIA) LIMITED,Technology Services,BSE
ACI,ARCHEAN CHEMICAL INDUSTRIES LI,Process Industries,BSE
TECH,ADITYA BIRLA SUN LIFE MUTUAL F,Miscellaneous,BSE
KRRAIL,K&R RAIL ENGINEERING LIMITED,Industrial Services,BSE
SPAR,SPARC ELECTREX LIMITED,Electronic Technology,BSE
DELPHIFX,DELPHI WORLD MONEY LIMITED,Finance,BSE
HAZOOR,HAZOOR MULTI PROJECTS LTD.,Finance,BSE
SURYODAY,SURYODAY SMALL FINANCE BANK LI,Finance,BSE
KANSAINER,KANSAI NEROLAC PAINTS LTD.,Process Industries,BSE
EMUDHRA,EMUDHRA LIMITED,Technology Services,BSE
INANISEC,INANI SECURITIES LTD.,Finance,BSE
KAMADGIRI,KAMADGIRI FASHION LTD.,Process Industries,BSE
KNRCON,KNR CONSTRUCTIONS LTD.,Industrial Services,BSE
KOHINOOR,KOHINOOR FOODS LTD.,Process Industries,BSE
SEASONST,SEASONS TEXTILES LTD.,Consumer Durables,BSE
HPIL,HINDPRAKASH INDUSTRIES LIMITED,Process Industries,BSE
TRENT,TRENT LTD.,Retail Trade,BSE
ENGINERSIN,ENGINEERS INDIA LTD.,Industrial Services,BSE
MANCREDIT,MANGAL CREDIT AND FINCORP LTD.,Finance,BSE
DEEPAKSP,DEEPAK SPINNERS LTD.,Process Industries,BSE
UNQTYMI,UNION QUALITY PLASTICS LTD.,Process Industries,BSE
ISTRNETWK,ISTREET NETWORK LIMITED,Commercial Services,BSE
GANDHAR,GANDHAR OIL REFINERY (INDIA) L,Process Industries,BSE
INDIANB,INDIAN BANK,Finance,BSE
EKENNIS,EKENNIS SOFTWARE SERVICE LIMIT,Technology Services,BSE
NILKAMAL,NILKAMAL LTD.,Consumer Durables,BSE
GILLETTE,GILLETTE INDIA LTD.,Consumer Non-Durables,BSE
ARYAN,ARYAN SHARE & STOCK BROKERS LT,Finance,BSE
UJJIVAN,UJJIVAN FINANCIAL SERVICES LIM,Finance,BSE
RTFL,REAL TOUCH FINANCE LIMITED,Finance,BSE
ELIXIR,ELIXIR CAPITAL LIMITED,Finance,BSE
SRGSFL,S R G SECURITIES FINANCE LTD,Finance,BSE
ANKITMETAL,ANKIT METAL & POWER LTD.,Non-Energy Minerals,BSE
SVAMSOF,SVAM SOFTWARE LTD.,Technology Services,BSE
AVANTEL,AVANTEL LTD.,Electronic Technology,BSE
GANGAPA,GANGA PAPERS INDIA LTD.,Process Industries,BSE
CMSINFO,CMS INFO SYSTEMS LIMITED,Finance,BSE
REXSEAL,REX SEALING AND PACKING INDUST,Producer Manufacturing,BSE
IDFCFIRSTB,IDFC FIRST BANK LIMITED,Finance,BSE
NCC,NCC LIMITED,Consumer Durables,BSE
MILEFUR,MILESTONE FURNITURE LIMITED,Consumer Durables,BSE
CRAVATEX,CRAVATEX LTD.,Retail Trade,BSE
KJMCCORP,KJMC CORPORATE ADVISORS (INDIA,Finance,BSE
GVKPIL,GVK POWER & INFRASTRUCTURE LTD,Industrial Services,BSE
NETTLINX,NETTLINX LTD.,Communications,BSE
RAJABAH,RAJA BAHADUR INTERNATIONAL LTD,Finance,BSE
UNITDCR,UNITED CREDIT LTD.,Finance,BSE
AFFLE,AFFLE (INDIA) LIMITED,Technology Services,BSE
BSELALGO,BSEL ALGO LIMITED,Finance,BSE
NIRLON,NIRLON LTD.,Finance,BSE
MAKERSL,MAKERS LABORATORIES LTD.,Health Technology,BSE
IITL,INDUSTRIAL INVESTMENT TRUST LT,Finance,BSE
NORRIS,NORRIS MEDICINES LTD.,Health Technology,BSE
SGRL,SHREE GANESH REMEDIES LIMITED,Health Technology,BSE
COMPEAU,COMPETENT AUTOMOBILES CO.LTD.,Retail Trade,BSE
NETLINK,NETLINK SOLUTIONS (INDIA) LTD.,Technology Services,BSE
FONE4,FONE4 COMMUNICATIONS (INDIA) L,Retail Trade,BSE
GOLDCOINHF,GOLD COIN HEALTH FOODS LTD,Process Industries,BSE
RASSIREF,RAASI REFRACTORIES LTD.,Producer Manufacturing,BSE
CAPACITE,CAPACIT'E INFRAPROJECTS LIMITE,Industrial Services,BSE
SKYIND,SKY INDUSTRIES LTD.,Process Industries,BSE
KAVVERITEL,KAVVERI TELECOM PRODUCTS LTD.,Electronic Technology,BSE
SAMRATFORG,SAMRAT FORGINGS LIMITED,Producer Manufacturing,BSE
BSLGOLDETF,ADITYA BIRLA SUN LIFE MUTUAL F,Miscellaneous,BSE
AASTAFIN,AASTAMANGALAM FINANCE LIMITED,Finance,BSE
BANKBARODA,BANK OF BARODA,Finance,BSE
MFLINDIA,MFL INDIA LTD.,Transportation,BSE
ASHAPURMIN,ASHAPURA MINECHEM LTD.,Non-Energy Minerals,BSE
GREENCREST,GREENCREST FINANCIAL SERVICES,Finance,BSE
MUNOTHFI,MUNOTH FINANCIAL SERVICES LTD.,Finance,BSE
ZENIFIB,ZENITH FIBRES LTD.,Process Industries,BSE
MSUMI,MOTHERSON SUMI WIRING INDIA LI,Producer Manufacturing,BSE
RBL,RANE BRAKE LINING LTD.,Producer Manufacturing,BSE
KIDUJA,KIDUJA INDIA LTD.,Finance,BSE
SAUMYA,SAUMYA CONSULTANTS LTD.,Finance,BSE
GOKAKTEX,GOKAK TEXTILES LTD.,Process Industries,BSE
VIVANTA,VIVANTA INDUSTRIES LIMITED,Industrial Services,BSE
KUANTUM,KUANTUM PAPERS LTD.,Process Industries,BSE
DVL,DHUNSERI VENTURES LIMITED,Consumer Non-Durables,BSE
TCMLMTD,TCM LTD.,Process Industries,BSE
ABCGAS,ABC GAS (INTERNATIONAL) LTD.,Producer Manufacturing,BSE
PRICOLLTD,PRICOL LIMITED,Producer Manufacturing,BSE
SHELTER,SHELTER PHARMA LIMITED,Health Technology,BSE
RAMCOIND,RAMCO INDUSTRIES LTD.,Non-Energy Minerals,BSE
LAMBODHARA,LAMBODHARA TEXTILES LTD.,Process Industries,BSE
NIACL,THE NEW INDIA ASSURANCE COMPAN,Finance,BSE
PANACEABIO,PANACEA BIOTEC LTD.,Health Technology,BSE
CROISSANCE,CROISSANCE LIMITED,Industrial Services,BSE
KLGCAP,KLG CAPITAL SERVICES LTD.,Finance,BSE
10AGG,NIPPON INDIA MUTUAL FUND,,BSE
BANDARAM,BANDARAM PHARMA PACKTECH LIMIT,Health Technology,BSE
IGPL,I G PETROCHEMICALS LTD.,Process Industries,BSE
GAEL,GUJARAT AMBUJA EXPORTS LTD.,Consumer Non-Durables,BSE
TRIVENIGQ,TRIVENI GLASS LTD.,Process Industries,BSE
THOMASCOTT,THOMAS SCOTT (INDIA) LIMITED,Consumer Non-Durables,BSE
NH,NARAYANA HRUDAYALAYA LIMITED,Health Services,BSE
AMIC,AMIC FORGING LIMITED,Producer Manufacturing,BSE
OMINFRAL,OM INFRA LIMITED,Industrial Services,BSE
REGTRUS,REGENCY TRUST LTD.,Finance,BSE
MODULEX,MODULEX CONSTRUCTION TECHNOLOG,Electronic Technology,BSE
RELIGARE,RELIGARE ENTERPRISES LTD.,Finance,BSE
SICAPIT,SI CAPITAL & FINANCIAL SERVICE,Finance,BSE
PRAKASH,PRAKASH INDUSTRIES LTD.,Non-Energy Minerals,BSE
PARACABLES,PARAMOUNT COMMUNICATIONS LTD.,Producer Manufacturing,BSE
VIRGOGLOB,VIRGO GLOBAL LIMITED,Technology Services,BSE
BANDHANBNK,BANDHAN BANK LIMITED,Finance,BSE
JATTAINDUS,JATTASHANKAR INDUSTIES LTD.,Process Industries,BSE
MINID,MINI DIAMONDS (INDIA) LTD.,Consumer Durables,BSE
AARVEEDEN,AARVEE DENIMS & EXPORTS LTD.,Process Industries,BSE
CINDHO,CINDRELLA HOTELS LTD.,Consumer Services,BSE
ASHNOOR,ASHNOOR TEXTILE MILLS LTD.,Process Industries,BSE
INDOEURO,INDO EURO INDCHEM LTD.,Process Industries,BSE
VEDAVAAG,VEDAVAAG SYSTEMS LTD.,Technology Services,BSE
CORNE,CORAL NEWSPRINTS LTD.,Consumer Non-Durables,BSE
SRIND,S.R.INDUSTRIES LTD.,Consumer Non-Durables,BSE
HNDFDS,HINDUSTAN FOODS LTD.,Consumer Non-Durables,BSE
PADAMCO,PADAM COTTON YARNS LTD.,Commercial Services,BSE
BGRENERGY,BGR ENERGY SYSTEMS LTD.,Industrial Services,BSE
MAYUR,MAYUR LEATHER PRODUCTS LTD.,Consumer Non-Durables,BSE
NATPLAS,NATIONAL PLASTIC INDUSTRIES LT,Producer Manufacturing,BSE
FLFL,FUTURE LIFESTYLE FASHIONS LTD,Retail Trade,BSE
ALFREDHE,ALFRED HERBERT (INDIA) LTD.,Producer Manufacturing,BSE
NIEHSPH,NIPPON INDIA MUTUAL FUND,,BSE
TITANSEC,TITAN SECURITIES LTD.,Finance,BSE
SPANDANA,SPANDANA SPHOORTY FINANCIAL LI,Finance,BSE
LUXIND,LUX INDUSTRIES LIMITED,Consumer Non-Durables,BSE
NIDHGRN,NIDHI GRANITES LTD.,Finance,BSE
IEL,INDIABULLS ENTERPRISES LIMITED,Finance,BSE
NIESSPJ,NIPPON INDIA MUTUAL FUND,,BSE
VXLINSTR,VXL INSTRUMENTS LTD.,Electronic Technology,BSE
LT,LARSEN & TOUBRO LTD.,Industrial Services,BSE
SAENTER,SOUTH ASIAN ENTERPRISES LTD.,Distribution Services,BSE
EBBETF0433,EDELWEISS MUTUAL FUND,Miscellaneous,BSE
PCJEWELLER,PC JEWELLER LTD.,Consumer Durables,BSE
OSWALAGRO,OSWAL AGRO MILLS LTD.,Finance,BSE
INDRAIND,INDRA INDUSTRIES LTD.,Process Industries,BSE
ULTRACAB,ULTRACAB (INDIA) LIMITED,Producer Manufacturing,BSE
ELECTCAST,ELECTROSTEEL CASTINGS LTD.,Non-Energy Minerals,BSE
PVVINFRA,PVV INFRA LIMITED,Industrial Services,BSE
CYBELEIND,CYBELE INDUSTRIES LTD.,Producer Manufacturing,BSE
WILLAMAGOR,WILLIAMSON MAGOR & COMPANY LTD,Finance,BSE
CCLINTER,CCL INTERNATIONAL LTD.,Industrial Services,BSE
SARVESHWAR,SARVESHWAR FOODS LIMITED,Process Industries,BSE
RBZJEWEL,RBZ JEWELLERS LIMITED,Consumer Durables,BSE
CGPOWER,CG POWER AND INDUSTRIAL SOLUTI,Producer Manufacturing,BSE
KHOOBSURAT,KHOOBSURAT LTD,Process Industries,BSE
CALSOFT,CALIFORNIA SOFTWARE CO.LTD.,Technology Services,BSE
TARINI,TARINI INTERNATIONAL LTD,Industrial Services,BSE
HANSUGAR,SHREE HANUMAN SUGAR & INDUSTRI,Process Industries,BSE
FORCEMOT,FORCE MOTORS LTD.,Consumer Durables,BSE
KPL,KWALITY PHARMACEUTICALS LIMITE,Health Technology,BSE
ADROITINFO,ADROIT INFOTECH LIMITED,Commercial Services,BSE
MESON,MESON VALVES INDIA LIMITED,Producer Manufacturing,BSE
WORL,WHITE ORGANIC RETAIL LIMITED,Distribution Services,BSE
YATRA,YATRA ONLINE LIMITED,Consumer Services,BSE
ALKYLAMINE,ALKYL AMINES CHEMICALS LTD.,Process Industries,BSE
CINELINE,CINELINE INDIA LIMITED,Consumer Services,BSE
FLOMIC,FLOMIC GLOBAL LOGISTICS LIMITE,Transportation,BSE
JUBLFOOD,JUBILANT FOODWORKS LTD,Consumer Services,BSE
TATACOMM,TATA COMMUNICATIONS LTD.,Communications,BSE
SABTN,SRI ADHIKARI BROTHERS TELEVISI,Consumer Services,BSE
KICL,KALYANI INVESTMENT COMPANY LTD,Finance,BSE
SREEJAYA,SREE JAYALAKSHMI AUTOSPIN LTD.,Process Industries,BSE
OLECTRA,OLECTRA GREENTECH LIMITED,Consumer Durables,BSE
GRWRHITECH,GARWARE HI-TECH FILMS LIMITED,Process Industries,BSE
MOTISONS,MOTISONS JEWELLERS LIMITED,Retail Trade,BSE
ALKOSIGN,ALKOSIGN LIMITED,Producer Manufacturing,BSE
STARCEMENT,STAR CEMENT LIMITED,Producer Manufacturing,BSE
SANGHVIMOV,SANGHVI MOVERS LTD.,Finance,BSE
SUMICHEM,SUMITOMO CHEMICAL INDIA LIMITE,Process Industries,BSE
ADVIKCA,ADVIK CAPITAL LIMITED,Finance,BSE
TREL,TRANSINDIA REAL ESTATE LIMITED,Finance,BSE
PUNJCOMMU,PUNJAB COMMUNICATIONS LTD.,Electronic Technology,BSE
7NR,7NR RETAIL LIMITED,Distribution Services,BSE
ORCHIDPHAR,ORCHIDPHAR,Health Technology,BSE
VALIANTORG,VALIANT ORGANICS LIMITED,Process Industries,BSE
BVCL,BARAK VALLEY CEMENTS LTD.,Non-Energy Minerals,BSE
SILVERIETF,ICICI PRUDENTIAL MUTUAL FUND,Miscellaneous,BSE
NILASPACES,NILA SPACES LTD,Consumer Durables,BSE
MODWOOL,MODELLA WOOLLENS LTD.,Process Industries,BSE
PRATIK,PRATIK PANELS LTD.,Producer Manufacturing,BSE
BASML,BANNARI AMMAN SPINNING MILLS L,Process Industries,BSE
SUPREME,SUPREME HOLDINGS & HOSPITALITY,Finance,BSE
SHYMINV,SHYAMKAMAL INVESTMENTS LTD.,Finance,BSE
MPHASIS,MPHASIS LTD.,Technology Services,BSE
NARMADA,NARMADA AGROBASE LIMITED,Process Industries,BSE
BIOGEN,BIOGEN PHARMACHEM INDUSTRIES L,Finance,BSE
FRONTCORP,FRONTLINE CORPORATION LTD.,Distribution Services,BSE
VRFILMS,V R FILMS & STUDIOS LIMITED,Consumer Services,BSE
PRECISIO,PRECISION ELECTRONICS LTD.,Electronic Technology,BSE
COCHINM,COCHIN MINERALS & RUTILE LTD.,Non-Energy Minerals,BSE
TTFL,TRIDENT TEXOFAB LIMITED,Process Industries,BSE
VBCFERROQ,VBC FERRO ALLOYS LTD.,Non-Energy Minerals,BSE
CINERAD,CINERAD COMMUNICATIONS LTD.,Consumer Services,BSE
REPCOHOME,REPCO HOME FINANCE LTD.,Finance,BSE
NEGOTIUM,NEGOTIUM INTERNATIONAL TRADE L,Distribution Services,BSE
JYOTI,JYOTI LTD.,Producer Manufacturing,BSE
INCON,INCON ENGINEERS LTD.,Producer Manufacturing,BSE
THOMASCOOK,THOMAS COOK (INDIA) LTD.,Finance,BSE
TRANSCHEM,TRANSCHEM LTD.,Health Technology,BSE
1STCUS,FIRST CUSTODIAN FUND (INDIA) L,Finance,BSE
HSCL,HIMADRI SPECIALITY CHEMICAL LT,Process Industries,BSE
KHADIM,KHADIM INDIA LIMITED,Consumer Non-Durables,BSE
PENINLAND,PENINSULA LAND LTD.,Finance,BSE
VIAANINDUS,VIAAN INDUSTRIES LIMITED,Technology Services,BSE
VISCO,VISCO TRADE ASSOCIATES LTD,Finance,BSE
GOLKUNDIA,GOLKUNDA DIAMONDS & JEWELLERY,Consumer Durables,BSE
VSTTILLERS,V.S.T.TILLERS TRACTORS LTD.,Producer Manufacturing,BSE
FCSSOFT,FCS SOFTWARE SOLUTIONS LTD.,Commercial Services,BSE
SLSTLQ,SRI LAKSHMI SARASWATHI TEXTILE,Process Industries,BSE
STARTECK,STARTECK FINANCE LIMITED,Finance,BSE
VANICOM,VANI COMMERCIALS LIMITED,Finance,BSE
NIEHSPE,NIPPON INDIA MUTUAL FUND,,BSE
ASSAMENT,ASSAM ENTRADE LIMITED,Finance,BSE
VRWODAR,V R WOODART LTD.,Non-Energy Minerals,BSE
RHIM,RHI MAGNESITA INDIA LIMITED,Producer Manufacturing,BSE
SRGHFL,SRG HOUSING FINANCE LTD.,Finance,BSE
NUTRICIRCLE,NUTRICIRCLE LIMITED,Health Technology,BSE
BSLNIFTY,ADITYA BIRLA SUN LIFE MUTUAL F,Miscellaneous,BSE
RELCHEMQ,RELIANCE CHEMOTEX INDUSTRIES L,Process Industries,BSE
TRANSFD,TRANSGLOBE FOODS LTD.,Consumer Non-Durables,BSE
VARDHMAN,VARDHMAN CONCRETE LIMITED,Producer Manufacturing,BSE
BERGEPAINT,BERGER PAINTS INDIA LTD.,Process Industries,BSE
SUPRIYA,SUPRIYA LIFESCIENCE LIMITED,Health Technology,BSE
PURPLE,PURPLE ENTERTAINMENT LIMITED,Consumer Services,BSE
BLUEDART,BLUE DART EXPRESS LTD.,Transportation,BSE
BHARATGEAR,BHARAT GEARS LTD.,Producer Manufacturing,BSE
BAJAJHLDNG,BAJAJ HOLDINGS & INVESTMENT LT,Finance,BSE
AXELPOLY,AXEL POLYMERS LTD.,Process Industries,BSE
MPDL,MPDL LIMITED,Industrial Services,BSE
BATAINDIA,BATA INDIA LTD.,Consumer Non-Durables,BSE
SAYAJIIND,SAYAJI INDUSTRIES LIMITED,Process Industries,BSE
ACESOFT,ACE SOFTWARE EXPORTS LTD.,Technology Services,BSE
MONEYBOXX,MONEYBOXX FINANCE LIMITED,Finance,BSE
GRASIM,GRASIM INDUSTRIES LTD.,Non-Energy Minerals,BSE
CHEMFAB,CHEMFAB ALKALIS LTD,Process Industries,BSE
PREMIER,PREMIER LTD.,Producer Manufacturing,BSE
DYNAMIC,DYNAMIC,Producer Manufacturing,BSE
POLICYBZR,PB FINTECH LIMITED,Technology Services,BSE
ALANKIT,ALANKIT,Technology Services,BSE
JINDALSTEL,JINDAL STEEL & POWER LTD.,Non-Energy Minerals,BSE
INDIANVSH,INDIANIVESH LTD.,Finance,BSE
VINTRON,VINTRON INFORMATICS LTD.,Electronic Technology,BSE
SBFC,SBFC FINANCE LIMITED,Finance,BSE
NAYSAA,NAYSAA SECURITIES LIMITED,Finance,BSE
VIVOBIOT,VIVO BIO TECH LTD.,Distribution Services,BSE
NIESSPA,NIPPON INDIA MUTUAL FUND,,BSE
BRNL,BHARAT ROAD NETWORK LIMITED,Industrial Services,BSE
PARMAX,PARMAX PHARMA LIMITED,Health Technology,BSE
MAAGHADV,MAAGH ADVERTISING AND MARKETIN,Commercial Services,BSE
ABATEAS,ABATE AS INDUSTRIES LIMITED,Finance,BSE
NKIND,N.K.INDUSTRIES LTD.,Process Industries,BSE
AAREYDRUGS,AAREY DRUGS & PHARMACEUTICALS,Health Technology,BSE
RAPICUT,RAPICUT CARBIDES LTD.,Non-Energy Minerals,BSE
CRSTCHM,CRESTCHEM LTD.,Health Technology,BSE
MINFY,MAHAVEER INFOWAY LIMITED,Technology Services,BSE
ISEC,ICICI SECURITIES LIMITED,Finance,BSE
HUDCO,HOUSING &URBAN DEVELOPMENT COR,Finance,BSE
ADJIA,ADJIA TECHNOLOGIES LIMITED,Technology Services,BSE
VIJIFIN,VIJI FINANCE LTD,Finance,BSE
CAPFIN,CAPFIN INDIA LIMITED,Finance,BSE
BLUECOAST,BLUE COAST HOTELS LTD.,Consumer Services,BSE
NARMP,NARMADA MACPLAST DRIP IRRIGATI,Producer Manufacturing,BSE
RRSECUR,R.R.SECURITIES LTD.,Finance,BSE
RMC,RMC SWITCHGEARS LIMITED,Producer Manufacturing,BSE
RAILTEL,RAILTEL CORPORATION OF INDIA L,Communications,BSE
SVS,SVS VENTURES LIMITED,Commercial Services,BSE
STCORP,S&T CORPORATION LTD.,Finance,BSE
EIHOTEL,EIH LTD.,Consumer Services,BSE
ETHOSLTD,ETHOS LIMITED,Retail Trade,BSE
JKCEMENT,J.K.CEMENT LTD.,Non-Energy Minerals,BSE
BENGALT,BENGAL TEA & FABRICS LTD.,Consumer Non-Durables,BSE
BCG,BRIGHTCOM GROUP LIMITED,Technology Services,BSE
NIEHSPG,NIPPON INDIA MUTUAL FUND,,BSE
BHEL,BHARAT HEAVY ELECTRICALS LTD.,Producer Manufacturing,BSE
NOVARTIND,NOVARTIS INDIA LTD.,Health Technology,BSE
ZOMATO,ZOMATO LIMITED,Transportation,BSE
GUJINJEC,GUJARAT INJECT (KERALA) LTD.,Distribution Services,BSE
DLTNCBL,DELTON CABLES LTD.,Producer Manufacturing,BSE
ASARFI,ASARFI HOSPITAL LIMITED,Health Services,BSE
SNXT50BEES,NIPPON INDIA ETF SENSEX NEXT 5,Miscellaneous,BSE
TINEAGRO,TINE AGRO LIMITED,Distribution Services,BSE
ZSWASTSA,SWASTIK SAFE DEPOSIT & INVESTM,Finance,BSE
VASWANI,VASWANI INDUSTRIES LTD.,Non-Energy Minerals,BSE
SHHARICH,SHREE HARI CHEMICALS EXPORT LT,Process Industries,BSE
SPRAYKING,SPRAYKING AGRO EQUIPMENT LIMIT,Producer Manufacturing,BSE
NAUKRI,INFO EDGE (INDIA) LTD.,Technology Services,BSE
JMGCORP,JMG CORPORATION LTD.,Commercial Services,BSE
NMSRESRC,NMS RESOURCES GLOBAL LIMITED,Distribution Services,BSE
SARUPINDUS,SARUP INDUSTRIES LTD.,Consumer Non-Durables,BSE
JYOTHYLAB,JYOTHY LABS LIMITED,Consumer Non-Durables,BSE
SUTLEJTEX,SUTLEJ TEXTILES & INDUSTRIES L,Process Industries,BSE
SOLIDSTON,SOLID STONE COMPANY LTD.,Non-Energy Minerals,BSE
AMBIKCO,AMBIKA COTTON MILLS LTD.,Process Industries,BSE
MOTHERSON,SAMVARDHANA MOTHERSON INTERNAT,Producer Manufacturing,BSE
INDIAHOME,INDIA HOME LOAN LTD.,Finance,BSE
ELDEHSG,ELDECO HOUSING & INDUSTRIES LT,Finance,BSE
BLUESTARCO,BLUE STAR LTD.,Producer Manufacturing,BSE
ELNET,ELNET TECHNOLOGIES LTD.,Finance,BSE
MISQUITA,MISQUITA ENGINEERING LIMITED,Distribution Services,BSE
MEDICAMEQ,MEDICAMEN BIOTECH LTD.,Health Technology,BSE
JBCHEPHARM,J.B.CHEMICALS & PHARMACEUTICAL,Health Technology,BSE
RJBIOTECH,R J BIO-TECH LTD,Process Industries,BSE
MUNJALAU,MUNJAL AUTO INDUSTRIES LTD.,Producer Manufacturing,BSE
BEEYU,BEEYU OVERSEAS LTD.,Finance,BSE
URSUGAR,UR SUGAR INDUSTRIES LIMITED,Distribution Services,BSE
JIOFIN,JIO FINANCIAL SERVICES LIMITED,Finance,BSE
GOWRALE,GOWRA LEASING & FINANCE LTD.,Finance,BSE
SPSL,SHREE PRECOATED STEELS LTD.,Finance,BSE
FILATFASH,FILATEX FASHIONS LTD.,Process Industries,BSE
LICNETFSEN,LIC MF EXCHNG TRADED FUND-SENS,Miscellaneous,BSE
CAPPL,CAPPL,Health Technology,BSE
EVEREADY,EVEREADY INDUSTRIES INDIA LTD.,Producer Manufacturing,BSE
VMS,VMS INDUSTRIES LTD.,Industrial Services,BSE
SALZERELEC,SALZER ELECTRONICS LTD.,Producer Manufacturing,BSE
KRISHNACAP,KRISHNA CAPITAL AND SECURITIES,Finance,BSE
CASTROLIND,CASTROL INDIA LTD.,Energy Minerals,BSE
BAROEXT,BARODA EXTRUSION LTD.,Non-Energy Minerals,BSE
RASANDIK,RASANDIK ENGINEERING INDUSTRIE,Producer Manufacturing,BSE
EPL,EPL LIMITED,Process Industries,BSE
AREYDRG,AREYDRG,Health Technology,BSE
TEXINFRA,TEXMACO INFRASTRUCTURE & HOLDI,Utilities,BSE
NMDC,NMDC LTD.,Non-Energy Minerals,BSE
DOLLAR,DOLLAR INDUSTRIES LIMITED,Consumer Non-Durables,BSE
GCKL,GALAXY CLOUD KITCHENS LIMITED,Consumer Services,BSE
METROPOLIS,METROPOLIS HEALTHCARE LIMITED,Health Services,BSE
DIGJAMLTD,DIGJAMLTD,Process Industries,BSE
